H-ID,type_id,stated_in H-ID,pages,reference_prefix,quotation
47090,128,46903,58-59,Ro1 - LE CHANSON DE ROLAND (Oxford),"Le Chanson de Roland publiée d'après le manuscrit d'Oxford et traduite par J. BEDIER, Paris, 248è éd., 1964 — 1085, fin 11è s., 1100, c. 1100, 1120-5 (remanṯ assonancé anglo-normand, Turold ?) ; ms. 1125-50 ou plutôt après 1150 (anglo-normand) = 4002 v. [Geste du roi Charles.] G → vers. (1). (1) De nombreuses éditions du texte d'Oxford ont suivi celle de BEDIER, cf. MB. Signalons, parmi les plus récentes celles de Gérard Moignet : La Chanson de Roland. Texte original et traduction. 3è éd. revue et corrigée, Bibl. Bordas, Paris 1972, d'A. RONCAGLIA (Testi e manuali), Modena, 1947, de Cesare SEGRE (Documenti di Filologia, XVI), Milano-Napoli, 1971. Cette dernière s’attache au seul texte et l'éclaire en le confrontant aux autres témoins de la tradition roncesvallienne - c.r. de M. DELBOUILLE : 'Une nouvelle édition de la Chanson de Roland', dans Romance Philolooy, XXVIII, 1975, p. 325-342. L'édition en 2 vol. de G. J. BRAULT (Pennsylvania State University Press, Pennsylvania, 1979) comprend : 1) Introduction and Commentary, 2) Oxford Text and English Translation. L'ensemble des textes relatifs à la Chanson de Roland est réuni dans la collection de R. MORTIER, Les Textes de la Chanson de Roland, 10 vol., Paris, 1940-4, cf. MB n° 707 (intervertir le chiffrage II-III). Nous adoptons pour Ro3-8 l'édition diplomatique allemande, d'un accès plus facile. Elle comporte en fin du vol. VII une très utile 'Concordanztabelle zum altfranzösischen Rolandsliede' établie par R. HEILIGBRODT et qui réunit en plue les principales sources étrangères. Voir aussi dans l'ouvrage de R. MORTIER, vol. 1, p. VIII-IX, le tableau proposé pour la 'filiation' des divers textes des 'Chansons de Roland'. Dans A. DE MANCACH, Naissance et développement de la chanson de geste en Europe, I - La geste de Charlemagne et de Roland (Publ. Rom, et Fr., LXIX). Genève-Paris, 1967, appendice H : Liste de plus de 100 manuscrits rolandiens, p. 399-414."
47091,128,46903,59,Ro2 - LA CHANSON DE ROLAND (Venise IV),"(2) La Chanson de Roland nel testo assonanzato franco-italiano, edita e tradotta per G. GASCA QUEIRAZZA, Torino, 1955 (Oriflamme, Coll. di testi romanzi e mediolatini a cura di Francesco A. Ugolini, I) — c. 1230 (copie d'un texte anglo-normand assonancé voisin de Ro1, franco-italien) ; ms. 14è s. (franco-italien) = 6012 v. [Geste du roi Charles.] G → vers. (2) autre éd. par G. ROBERTSON-MELLOR : The Franco-Italian Roland (V4), Salford, The Univ. of Salford Reprographic Unit, 1981."
47092,128,46903,60,Ro20 - LA CHANSON DE ROLAND (Fragment Bogdanow),"Un fragment méconnu de la Chanson de Roland (version rimée) - (Mus. Brit. Add. 41295 G), publié par F. BOGDANOW, dans Rom. LXXXI, 1960, p. 500-520 — remanṯ d'un texte antérieur rimé d'origine frençaise ; ms. fin 13è s. (langue commune, traits Est-N.-E.) = 160 v. [Geste du roi Charles.] G → vers."
47093,128,46903,59,Ro3 - LA CHANSON DE ROLARO (Châteauroux),"Das altfranzösiche Rolandslied. Text von Châteauroux (C) und Venedig VII, herausgegeben von W. FOERSTER, Heilbronn, 1883 (Altfranzösische Bibliothek, VI) — copie (fin 12è s.) plutôt que remaniement d'un texte antérieur rimé, d'origine française, après Venise VII, ms. fin 13è s. ou c. 1300 (franco-italien) = 8330 v. [Geste du roi Charles.] G → laisses."
47094,128,46903,60,Ro4 - LA CHANSON DE ROLAND (Venise VII),"Das altfranzösische Rolandslied. Text von Châteauroux und Venedig VII (V), herausgegeben von W. EDERSTER, HeiIbronn, 1883 (Alfranzösische Bibliothek, VI) — copie plutôt que remaniement d'un texte antérieur rimé, d'origine française, avant Ro3; ms. fin 13è s. (franco-italien) = 8880 v. [Geste du roi Charles.] G → laisses."
47095,128,46903,60,Ro5 - LA CHANSON DE ROLAND (Paris),"Das altfranzösische Rolandslied. Text von Paris (?), Cambridge, Lyon und der sogenannten Lothringischen Fragmenten, mit R. Heiligbrodt's Concordanztabelle zum altfranzösischen Rolandslied, herausgegeben von W. FOERSTER, Heilbronn, 1886 (Altfranzösische Bibliothek, VII) — remanṯ d'un texte antérieur rimé, d'origine française ; ms. c. 1250 ou après (wallon-lorrain) = 6830 v. [Geste du roi Charles.] G → laisses."
47096,128,46903,60,Ro6 - LE CHANSON DE ROLAND (Cambridge),"Das altfranzösische Rolandslied. Text von Paris, Cambridge (T), Lyon... herausgegeben von W. FOERSTER, Heilbronn, 1886 (Altfranzösische Bibliothek, VII) — remanṯ d'un texte antérieur rimé, d'origine française ; ms. fin 15è s. (ouest de la France) = 5705v. [Geste du roi Charles.] G → laisses."
47097,128,46903,60,Ro7 - LA CHANSON DE ROLAND (Lyon),"Das altfranzösische Rolandslied. Text von Paris, Cambridge, Lyon (L)... herausgegeben von W. FOERSTER, Heilbronn, 1886 (Altfranzösische Bibliothek, VII) — refonte d'un texte antérieur rimé, d'origine française ; ms. 14è s. (Bourgogne ou Franche-Comté) = 2933 v. [Geste du roi Charles.] G → laisses."
47098,128,46903,60,Ro8 - LA CHANSON DE ROLAND (Fragments Lorrains),"Des altfranzösische Rolandslied. Text von Paris...und den sogenannten Lothringischen Fragmenten (F), herausgegeben vor W. FOERSTER, Heilbronn, 1883 (Altfranzösische Bibliothek, VII). — remanṯ d'un texte antérieur rimé, d'origine française ; ms. (début) 13è s. (lorrain). = 351 v. [Geste du roi Charles.] G → vers."
47099,128,46903,34,As1 - ASPREMONT,"La Chanson d'Aspremont, chanson de geste du XIIè siècle, texte du manuscrit de Wollaton Hall, édité par Louis BRANDIN, 2 vol. Paris 1921-2, 2è éd. revue, 1923-4 (CFMA, 19, 25) — c. 1188 (picard, près de la Normandie) ; ms. 1250-75 (picard-wallon + picard, près de la Normandie) = 11376 v. [Geste du roi Charles.] B [Geste de Garin de Monglane.] → vers."
47100,128,46903,60,Ro9 - LA CHANSON DE ROLAND (Fragments Lavergne),"Fragment d'un nouveau manuscrit de la Chanson de Roland (version rimée), publié par G. LEVERGNE, dans Rom. XXXV, 1906, p. 445-453 — remanṯ d'un texte antérieur rimé, d'origine française; ms. 1250-1300 (surtout lorrain) = 108 v. [Geste du roi Charles.] G → vers."
47101,128,46903,60-61,Ron - RONSASVALS,"(1) [texte plus ou moins influencé par la Chronique de Turpin (PT, Textes Annexes)] - Ronsasvals, poème épique provençal publié par M. ROQUES, dans Rom. LVIII, 1932, p. 1-28, 161-189 (texte); LXVI, 1940-1, p. 433-480 — 14è s. ou avant (renouvṯ d'un texte perdu, provençal) ; ms. daté de 1398 (provençal) = 1802 v. [Geste du roi Charles.] G → vers. (1) Traduction française de R. MORTIER dans Les Textes de la Chanson de Roland, Paris, III, 1941."
47102,128,46903,61,RS - ROLAND A SARAGOSSE,"Roland à Saragosse, poème épique méridional du XIVè siècle, publié par M. ROQUES, Paris, 1956 (CFMA, 83) — 14è s. ou avant (renouvṯ d'un texte perdu, provençal ; p.-e. même auteur que Ron) ; ms. daté de 1398 (provençal) = 1410 v. [Geste du roi Charles.] G → vers."
47103,128,46903,61,RSe - LE ROI DE SEZILE,"Poème d'Adam de le Halle, publié par J. R. BUCHON, dans Collection des Chroniques Nationales Françaises, VII, Paris, 1828, p. 19-36 — c. 1282 (picard) = 378 v. [Poèmes indépendants.] D → vers."
47104,128,46903,61,Sa1 - LES SAISNES,"Jean Bodels Saxenlied. Teil I, unter Zugrundelegung der Turiner Handschrift von neuen herausgegeben von F. MENZEL und F. STENGEL; Marburg, 1906 (Ausgaben und Abhandlungen aus dem Gebiete der Romanischen Philologie, XCIX) — 1170-1200, c. 1200, fin 12è - début 13è s. (remanṯ de Jean Bodel d'Arras, picard) ; ms. de base daté de 1330 (picard) = 8079 v. [Geste du roi Charles.] H → vers."
47105,128,46903,61,Sa2 - LES SAISNES,"Jean Bodels Saxenlied. Teil II, unter Beigabe der abweichenden Redaktion der beiden Pariser Handschriften von neuen herausgegeben von E. STENGEL. Abhandlung von A. HEINS : Ueber das Verhältnis der Redaktion TL zur Redaktion AR im ersten Abschnitt der zweiten Teiles von Jehan Bodels Sachsenlied, Marborq, 1909 (Ausgaben und Abhandlungen..., C) — 1170-1200, c. 1200, fin 12è- début 13è s. (remanṯ de Jean Bodel d'Arras, picard) ; ms. fin 13è s. (picarc-wallon) = 1030 v. [Geste du roi Charles.] H → vers."
47106,128,46903,61,Sal1 - SALADIN,"Saladin. Suite et fin du deuxième Cycle de la Croisade, publié par L.S. CRIST, Paris-Genève, 1972 (TLF. 185), p. 23-170 — 1465-8 (français) ; ms. de base (même date) = 31 chapitres [Cycles de la Croisade.] C → chapitres + n° des phrases."
47107,128,46903,61,Sal2 - SALADIN,"Saladin. Suite et fin du deuxiène Cycle de la Croisade, publié par L.S. CRIST, Paris-Genève, 1972 (TLF, 185), p. 219-169 — avant 1482 (français) ; ms. fin 15è - début 15è s. = 31 chapitres [Cycles de la Croisade.] C → chapitres."
47108,128,46903,61,SB1 - LE SIEGE DE BARBASTRE,"Le Siège de Barbastre. Chanson de geste du XIIè siècle, publiée par J. L. PERRIER, Paris, 1926 (CFMA, 54) — 1170-1200 (langue commune et champenois, sera renouvelé par BC) ; ms. de base c. 1250 (Champagne mérid.) = 7392 v. [Geste de Guillaume d'Orange (suite de Geste de Garin de Monglane).] → vers."
47109,128,46903,61-62,SB2 - LE SIEGE DE BARBASTRE,"Fragment du Siège de Barbastre propre au ms. B.N. fr. 1448 (fol. 160-3), publié dans la Prise de Cordres et de Sabille, Appendice 1, p. 114-126 (v. 358-792) — 1170-1200 (langue commune et champenois); ms. 1250-75 (sud de la Lorraine) = 415 v. [Geste de Guillaume d'Orange (suite de Geste de Garin de Monglane).] → vers (1). (1) Les v. 1-357 se retrouvent, avec quelques variantes légères, dans l'éd. de SB1, aux v. 7011-7360."
47110,128,46903,34,As3 - ASPREMONT,"Fragments de manuscrits trouvés aux Archives générales du Royaume, I Aspremont, publiés par A. BAYOT, dans Revue des Bibliothèques et Archives de Belgique, IV, 1906, p. 281-290 — c. 1188 (picard, près de la Normandie) ; ms. 1250-1300 (m. langue) = 256 v. [Geste du roi Charles.] B [Geste de Garin de Monglane.] → vers précédés de I, II."
47111,128,46903,62,SB3 - LE SIEGE DE BARBASTRE,"Les 'Narbonnais' et le 'Siège de Barbastre'. Fragment d'un ms. cyclique, publié par Duncan Mc MILLAN, dans Rom. LXVII, 1942-3, p. 91-103 — 1170-1200 (langue commune et champenois) ; ms. fin 13è s. (francien). = 156 v. [Geste de Guillaume d'Orange (suite de Geste de Garin de Monglane).] → vers (253-408 = suite de N2)."
47112,128,46903,62,SC - LE SIEGE DE CASTRES,"Fragment d'une chanson du Siège de Castres, publié par H. SUCHIER, dans Romanische Studien l, 5, 1875, p. 589-593 — 13è s. (picard) ; ms. 15è s. (picard) = 128 v. [Poèmes indépendants.] C → vers."
47113,128,46903,62,SD - LA CHANSON DE 'DERMOT EL LE COMTE',"The Song of Dermot and the Earl. An old franch poem from the Carew Manuscript n° 596 in the Archiepiscopal Library at Lambeth Palace, edited.. by G.H. ORPEN, Oxford, 1897 — peu après 1225 (anglo-pormand) ; ms. 14è s. (anglo-normand) = 3459 v. [Geste anglaise.] → vers."
47114,128,46903,62,SP1 - SIMON DE POUILLE,"Simon de Pouille, chanson de geste publiée par J. BAROIN, Paris-Genève, 1968 (TLF, 149) — 1200-50 (Est ?) ; ms. 4780 (n. acq. fr.) de la Bibl. Nat. (A) fin 13è - début 14è s. (Est, Lorraine, Bourgogne) (2) = 2688 v. [Geste de Garin de Monglane.] [Geste du roi Charles.] H → vers. (2) Le ms. A (2176 v.) est incomplet au début et à la fin. L'édition est complétée au début (384 v.) et à la fin 128 v.) par des fragments tirés de B (SP2) et de C (SP3)."
47115,128,46903,62,SP2 - SIMON DE POUILLE,"Simon de Pouille, texte du ms. 368 (a. fonds fr.) de la Bibl. Nat. (B), publié par J. BAROIN, dans Simon de Pouille (thèse d'Etat 1974), Lille-Paris, 1978, 3 tomes (texte, t. II, pages impaires) — 1200-50 (Est ?) ; ms. (remanṯ) 1300-50 (lorrain) = 6295 v. [Geste de Garin de Monglane.] [Geste du roi Charles.] H → vers."
47116,128,46903,62,SP3 - SIMON DE POUILLE,"Simon de Pouille, texte du ms. Brit. Mus. Royal 15 E VI (C), publié par J. BARDIN, dans Simon de Pouille (thèse d'Etat 1974), Lille-Paris, 1978, 3 tomes (texte, t. II, pages paires) — 1200-50 (Est?) ; ms: (remanṯ un peu antérieur à 1447 (langue modernisée) = 5100 v. [Geste de Garin de Monglane.] [Geste du roi Charles.] H → vers."
47117,128,46903,62-63,SYNAGON,"Episode d'une ancienne chanson intercalé dens le Moniage Guillaume II, soit les v. 2794-4618 de MG2 — c. 1170 ? (langue commune, texte repris par MG2) ; mss. 13è-14è s. (section picarde) = 1825 v. [Geste de Guillaume d'Orange (suite de Geste de Garin de Monglane).] → vers de MG2."
47118,128,46903,63,Syr - SYRACON,"Die Chanson de Geste - Handschriften der Oxforder Biblfotheken (Fragment de Syracon) von F. STENGEL; dans Romanische Studien, I, 3, 1873, p. 399-406 — fin 12e. s. (normand) ; ms. début 13è s. (Bourgogne) = 184 v. [Poèmes indépendants.] A → vers."
47119,128,46903,63,T - TERSIN,"Tersin, tradition arlésienne, publié par P. MEYFR, dans Rom. I, 1872, p. 51-67 — 15è s. (prose provençale); mss, après 1550 et 17è s. (provençal) = 8 chapitres [Geste du roi Charles.] F → chapitres."
47120,128,46903,63,TC - THESÉUS DE COLOGNE,"[édition partielle utilisée] - Theséus de Cologne, texte établi par F. ROSENTHAL (thèse), London, 1976 — après 1361 (langue commune) ; mss. c. 1450 (traces picardes, texte renouvelé) = 26800 v. [Cycle de Dagobert.] → vers (L ou P) = v. 1-15700 ; P seul = v. 15701-26800 (1). (1) Seuls sont transcrits les v. 1-3199, 6001-6085, 11120-14042. Les chiffrages des vers non reproduits sont précédés du signe +."
47121,128,46903,34,As4 - ASPREMONT,"Die Erfurter Handschriftenbrochstücke von Aspremont, von S. SZOGS, dans Zeit für Rom. Phil. LII, 1937, p. 758-765 — c. 1188 (picard, près de la Normandie) ; ms. d'Erfurt = 192 v. (mutilés) [Geste du roi Charles.] B [Geste de Garin de Monglane.] → chiffres I-IV."
47122,128,46903,63,TN - TRISTAN DE NANTEUIL,"Tristan de Nanteuil. Chanson inédite publiée par K. V. SINCLAIR, Assen, 1971 — c. 1350 ou 1375-80 (franco-picard, auteur du Hainaut) ; ms. fin 15è s. (à peu près langue de l'auteur) = 23367 v. [Geste de Nanteuil.] → vers."
47123,128,46903,63,VC1 - LE VOVAGE DE CHARLEMAGNE A JERUSALEM ET CONSTANTINOPLE (Pèlerinage),"(2) Le Voyage de Charlemegne à Jérusalem et Constantinople, publié par P. AEBISCHFR, Paris - Genève, 1965-TLF, 115) — début 12è s., 1060-1175, peu après 1149 (francien, anglo-normand) ; ms. fin 13è - début 14è s. (perdu, anglo-normand- version établie sur le texte diplomatique conservé) = 870 v. [Geste du roi Charles.] D → vers (2è colonne). (2) Autre édition par G. FAVATI : Il 'Voyage de Charlemagne', edizione critica, Bologna, 1965."
47124,128,46903,63,VE - LES VOEUX DE L'EPERVIFR,"Kaiser Heinrichs VII. Romfahrt, herausgegeben ven G. WOLFRAM und F. BONNARDOT, Metz, 1895 — c. 1315 (Simon de Marville, chanoine de Metz, lorrain); ms. 15è s. (lorrain) = 562 v. [Poèmes indépendants.] D → vers."
47125,128,46903,64,VM - VIVIEN DE MONBRANC,"[texte en préparation et communiqué] - Vivien de Monbranc, texte préparé par W. G. VAN EMDEN (remplace l'éd. de F. CASTETS, dans Revue des Lanques Romanes, XXX, 3è série, XVI, 1886, p. 128-163) — 1200-50 ou fin 13è - début 14è s. (picard ?); ms. 1350-1400 (picard) = 1099 v. [Geste de Doon de Maience.] [Geste du roi Charles.] C → vers."
47126,128,46903,64,W - CYCLE DE GUILLAUME,"Fragment d'une chanson de geste perdue de la geste de Guillaume, publié per Ph. MENARD, dans Olifant, vol. 7, n° 2, Winter 1979, p. 197-8 — ms. 13è s. (francien) = 9 vers [Geste de Guillaume d'Orange (suite de Geste de Garin de Monglane).] → vers."
47127,128,46903,64,YM - YON DE METZ,"Yon or la Venjance Fromondin, edited by S.R. MITCHNECK, New-York, 1935 (Publications of the Institute of french Studies, Columbia University) — 1200-50 (Ile-de-France) ; ms. fin 13è s. (francien) = 6672 v. [Geste des Lorrains.] → vers (1). (1) Voir note à la rubrique RC."
47128,128,46903,64,YO1 - YOE ET OLIVE,"Esclarmonde, Clarisse et Florent, Yde et Olive. Drei Fortsetzungen der Chanson von Huon de Bordeaux, nach der einzigen Turiner Handschrift zum erstenmal veroeffentlicht von M. SCHWEIGEL, Marburg, 1889 (Ausgaben und Abhandlungen aus dem Gebiete der Romanischen Philologie, LXXXIII), p. 152-173 — fin 13è - début 14è s. (picard); ms. daté de 1311 (picard) = 2337 v. [Geste de Huon de Bordeaux.] → vers."
47129,128,46911,280-281,,"Fragments of the Chanson d’Aspremont, an anonymous chanson de geste from the end of the twelfth century that narrates the exploits of Charlemagne against the Saracens in Calabria and represents the antecedent of the Chanson de Roland, have been identified in the guard
sheets of three manuscripts conserved at the Bibliothèque municipale d’Alençon (MSS 637, 646, 647) for several decades. The fragments, deriving from a single codex conventionally called S, are published for the first time in this volume; the edition is preceded by a brief codicological study and examination of the position assumed by S in the broad Aspremont manuscript tradition.

The three manuscripts bound with the fragments of S all come from the abbey of Saint-Martin de Sées in Normandy and are dated to the thirteenth century. They contain copies of Latin works such as the Etymologiae of Isidore of Seville, Bede the Venerable’s commentary on the Gospel of Saint Mark, and the anonymous Historia ecclesiastica gentis anglorum. Analysis of the fragments allows Denis Hüe to reconstruct the original form of S: it was composed of medium-size quaternions; the writing—two different hands?—dates back to the fourteenth century and places the manuscript in northeastern France, although a rigorous paleographic and linguistic study to support these conclusions is lacking. The author rejects the hypothesis put forward by Alexander Kerr in “The Sées Fragments of Gui de Burgogne and Anseïs de Cartage,” in Reading around the Epic: A Festschrift in Honour of Professor Wolfgang van Emden, ed. Marianne Ailes, Philip E. Bennett, and Karen Pratt (1998), that S was in fact part of a cyclical manuscript also containing Anseïs de Carthage and Gui de Borgougne, based on paleographic evidence, since fragments of these two gestes constitute the binding of another manuscript from Saint-Martin de Sées. Hüe assumes, alternatively, the existence of an “epic” scriptorium at the abbey in which several manuscripts of different chansons de geste circulated because of certain material elements that the fragments have in common. This hypothesis is not supported by any information regarding the characteristics, including provenance, of the abbey’s manuscript holdings.

Hüe’s classification of S within the Aspremont tradition proves to be unreliable, mainly because the bibliography is outdated, since the work was conducted years ago and is only now being published (see i–ii). In fact, the author’s arguments are based on the old and contested works of André de Mandach (1975, 1980) and the first critical edition of the geste procured by Louis Brandin (1923–24), without taking into account the numerous studies produced within the research project La Chanson d’Aspremont: Étude de la tradition et édition du corpus français (directed by Giovanni Palumbo from 2010) and the new edition by François Suard (2008). This implies the ascription of S to a conjectural “blue” family that would gather all French witnesses, as opposed to the “green” and “yellow” families composed of Italian and Anglo-Norman witnesses respectively. The Aspremont project demonstrated the fallacy of this classification and, at the same time, the existence of three different redactions of the chanson de geste: specifically, S represents one of the witnesses of redaction b. Nonetheless, the author correctly emphasizes the proximity of S to another manuscript of the b family, W, by comparing the various versions of a given laisse. The stemma drawn on page xx is not, however, based on rigorous scientific criteria, as it does not take into account any significant common error.

The S fragments amount to about 1,200 lines, i.e., one-tenth of the average length of the chanson; the editorial criteria are explained clearly albeit not strictly applied, and the frag-ents are usefully placed in the plot of the geste thanks to an agile summary. Unfortunately, the edition is not without errors; indeed, it requires numerous corrections of various kinds. Since it is impossible to give a complete list of errata, I will only point out the most obvious oversights, such as the omission of three whole verses: after line 895 Et Salmanquin son nevou Lauridan; after line 995 Et mainte espee mainte mace de plon; after line 1176 Ja en ma vie ne quiedra s’onour non. Many other reading errors were found thanks to a random comparison with the diplomatic edition of S produced within the Aspremont project and checked against the photographic reproductions of the manuscript.

In conclusion, the volume offers specialists one of the still unpublished witnesses of the Chanson d’Aspremont in a not always reliable edition; additionally, the lack of biblio- graphical update and the absence of a linguistic and palaeographical study do not allow for a complete and correct contextualization of the Alençon fragments."
47130,128,46903,34,As5 - ASPREMONT,"Deux fragments épiques. Otinel, Aspremont (fragment de Mende), publiés par E. LANGLOIS, dans Rom. XII, 1883, p. 446-458 — c. 1188 (picard, près de la Normandie) ; ms. c. 1250 (= As6) (anglo-normand)= 395 v. [Geste du roi Charles.] B [Geste de Garin de Monglane.] → vers."
47131,128,46903,34,As6 - ASPREMONT,"Fragment d'Aspremont conservé aux Archives du Puy-de-Dôme, publié par P. MEYER, dans Rom. XIX, 1890, p. 201-736 — c. 1168 (picard, près de la Normandie) ; ms. c. 1250 ( = As5) (anglo-normand) = 381 v. [Geste du roi Charles.] B [Geste de Garin de Monglane.] → vers."
47132,128,46903,35,As7 - ASPREMONT,"Fragments de la chanson d'Aspremont conservés en Italie, III- Le fragment du Vatican publié par J. MONFRIN, dans Rom. LXXIX, 1958, p. 396-409—c. 1188 (picard, près de la Normandie) ; ms. début 13è s. (orig. anglaise ; lanque française) = 438 v. [Geste du roi Charles.] B [Geste de Garin de Monglane.] → vers."
47133,128,46905,11,As8 - ASPREMONT (Italie),"Fragments de la chanson d'Aspremont conservés en Italie, I) Le fragment de Venise, publié par J. MONFRIN, dans Rom. LXXIX, 1958, p. 249-252 -- écriture début 14è s., dans ms. 15è s. (franco-italien) = 116 v. [14] B --> vers."
47134,128,46903,35,Aub - AUBERON,"Le Roman d'Auberon. Prologue de Huon de Bordeaux. Edition critique avec une introduction et des notes par J. SUBRENAT, Paris-Genève, 1973, (TLF, 202) — 1260-1311 (picard) ; ms. début 14è s. (1311) (picard-wallon-lorrain) = 2468 v. [Geste de Huon de Bordeaux.] → vers."
47135,128,46903,35,BA - BUEVE D'AIGREMONT,"Bueve d'Aigremont (début de la chanson des Quatre Fils Aymon = RM1 v. 1-1701), publié par F. CASTETS, dans Revue des Langues Romanes. L (5è Série, X), 1907, p. 345-397 — 13è s. (remanṯ d'une chanson de 1150-75) ; ms. (milieu 13è - début 14è s.) = 1701 v. [Geste de Doon de Maience.] [Geste du roi Charles.] C → vers."
47136,128,46905,8,AA2 - AYE D'AVIGNON (Italie),"Les versions franco-italiennes de la chanson d'AYE D'AVIGNON, publiées par Fl. CALLUTURIAF, dans Ecole Française de Rome, Mélanges d'Archéologie de l'Histoire, LXXIII, 1961, p. 391-435 -- début 14è s. (franco-italien) ; ms. 14è s. (Marciana, Venise) = 943 v. [11] --> vers."
47137,128,46903,35,BB - LE BÂTARD DE BOUILLON,"Le Bâtard de Bouillon, chanson de geste. Edition critique par R. Fr. CO0K, Paris-Genève, 1972 (TLF, 187) — c. 1350 (un état antérieur ? - franco-picard, région de Valenciennes) ; ms. 14è s. (de peu postérieur - picard) = 6546 v. [Cycles de la Croisade.] C → vers."
47138,128,46903,35,BC - BUEVE DE COMMARCHIS,"Les Oeuvres d'Adenet le Roi, t. II : Buevon de Commarchis, publié par A. HENRY, Bruges, 1953, (Rijksuniv, te Gent. Werden uitgegeven door de Faculteit van de Wijsbegeerte en Letteren, CXV) — 1269-85 (remanṯ (de SB1) d'Adenet le Roi, langue commune, qq. partie. N. E.) ; ms. fin 13è s. (picard-wallon) = 3947 v. [Geste de Guillaume d'Orange (suite de Geste de Garin de Monglane).] → vers."
47139,128,46903,35,BeH - LA BELLE HELENE,"[texte non édité ou édition partielle non utilisée] (1) La Belle Hélène de Constantinople. Sommaire du poème établi par A. H. KRAPPE, dans Rom. LXIII, 1937, p. 325-329 — 1250-60 ou début du 14è s. (élaboration sur une version antérieure plus courte); mss. 15è s. = env. 20.000 v. [Poèmes indépendants.] A → pages du résumé. 
(1) Edition des laisses 48 à 86 (env. 1400 v.) par H. BUSSMANN, Grammatische Studien Über den 'Roman de la belle Helaine' nebst einer texte probe aus Hs.A (Arraser Stadt-Bibl. n° 766) und Hs. L (Lyoner Hibl, n° 685), Inaug. Diss. Greifswald, 1907."","
47140,128,46903,35-36,BGP1 - BERTE AU GRAND PIED,"(2) Adenet le Roi, Berte aus grans piés, édité par U. T. HOLMES, Chapel HilI, 1946 — c. 1272-4 (remanṯ d'Adenst le Roi, langue commune, qq. partie. N.-E.) ; ms. de base fin 13è s. (picard-wallon) = 3485 v. [Geste du roi Charles.] A → vers. 
(2) Autre éd. : A. HENRY, Adenet le Roi, 'Berthe as grans piés', éd. avec introd., notes et glossaire (TLF, 305), Genève, 1982."","
47141,128,46905,11,BGP2 - BERTE AU GRAND PIED (Italie),"Berta de li gran pié, publié par Ad. MUSSAFIA, dans Rom. III, 1874, p. 339-364 et IV, 1875, p. 91-107 -- dérivée d'une version fr. perdue du 12è s. ; ms. 1300-50 (franco-italien) = 1750 v. [Geste du roi Charles.] A → vers."
47142,128,46905,11-12,BGP3 - BERTE AU GRAND PIED (Italie),"I Reali di Francis (Andrea de Barberino), a cura di G. VANDELLI e G. GAMBARIN (Coll. di Scrittori d'Italia, no. 193) (2), Bari, 1947; Libro VI : Berta del grand pié (Pipino e Berta), p. 443-468 -- fin 14è - début 15è s. (toscan) ; ms. 15è s. (toscan) = 17 chapitres (prose) [14] A --> chapitres. 

(2) Cette édition réunit six livres des ""Reali"" d'Andrea de Barberino, soit I) Fio, II) Fl6, III) GB, IV) BH10, V) BH12, VI) BGP3, BM2, K2, Orl2. Pour le livre VII, voir As2. Ses autres oeuvres sont : As2, HA2, RiM, SN."
47143,128,46903,36,BH1 - BEUVE DE HANTONE,"Der anglo-normannische Boeve de Haumtone, herausgegeben von A. STIMMING, Halle, 1899 (Bibl. Norm. VII) — 12è s. ou début 13è s. ou 1225-30 (version la plus ancienne, anglo-normand) ; ms. de base 14è s. (anglo-normand) = 3850 v. [Geste anglaise.] → vers."","
47144,128,46903,36,BH11 - BEUVE DE HANTONE,"Der Festländische Bueve de Hantone, herausgegeben Von A. STIFMING, Dresden, 1914, 1920 (Gesselschaft für Romanische Literatur, XXXIV, XLII) — après 1220 (3è version continentale, frontière d'Ile-de-France Picardie) mss. 13è-14è s. (picard-wallon) = 16391 v. [Geste anglaise.] → vers."","
47145,128,46903,36,BH3 - BEUVE DE HANTONE,"Der Festländische Bueve de Hantone, herausgegeben von A. STIMMING, Dresden, 1911 (Gesselschaft für Romanische Literatur, XXV) — 1200-25 (1ère version continentale, région de Reims) ; ms. c. 1250 (picard ?) = 10614 v. [Geste anglaise.] → vers."","
47146,128,46903,36,BH4 - BEUVE DE HANTONE,"Der Festländische Bueve de Hantone, herausgegeben Von A. STIMMING, Dresden, 1912, 1918 (Gesselschaft für Romanische Literatur, XXX, XLI) — c. 1225 (2è version continentale, Ile-de-France, Picardie) ; ms. c. 1280 (bord de la Picardie) = 19127 v. [Geste anglaise.] → vers."","
47147,128,46903,32,AB1 - AUBERY LE BOURGOING,"Le Roman d'Aubery le Bourgoing, publié par P. TARBÉ, Reims, 1849 (ColI. des poètes de Champagne antérieurs au XVIè s., n° 6) — 1200-50 (Champagne ?) ; ms. BN. Paris, daté de 1298 (lanque commune) (2) = env. 5330 v. [Geste bourguigonne.] → pages de l'éd. 
(2) L'ensemble du poème comprend environ 23 000 vers. Une nouvelle édition est en préparation, sous la direction de J. MONFRIN."
