H-ID,type_id,preferred_name,language_COLUMN,language_COLUMN TRM-ID,literary_form,literary_form TRM-ID,is_hypothetical,is_hypothetical TRM-ID,claim_freetext,alternative_names,is_expression_of H-ID,peripheral,peripheral TRM-ID,specific_genre H-ID,length,length_freetext,verse_type,verse_type TRM-ID,rhyme_type,rhyme_type TRM-ID,Stanza_type,Stanza_type TRM-ID,is_derived_from H-ID,nature_of_derivations,tradition_status,tradition_status TRM-ID,status_notes,in_stemma H-ID,has_lost_older_version,has_lost_older_version TRM-ID,ancient_translations_freetext,rewritings_freetext,note,regional_writing_style H-ID,scripta_freetext,date_of_creation,date_of_creation_certainty,date_of_creation_certainty TRM-ID,date_of_creation_source,date_freetext,is_written_by H-ID,is_adapted_by H-ID,author_freetext,place_of_creation H-ID,place_of_creation_source,described_by_source H-ID,described_at_URL,reference_notes,review_status,review_status TRM-ID,review_note
47909,101,Beerte metten breden voeten,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[],[174],No,9498.0,47474.0,8000.0,,[],[],[full rhyme],[9779],,,[602],,fragmentary,9477.0,,[],No,9483,[],[],,47357.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1276-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1375-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1276-01-01 00:00:00, 'estMaxDate': 1375-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 31.",'ca. 1300 – ca. 1350',[],[],,,,"[47485, 47482, 47484, 47483]","[https://opac.kbr.be/Library/search.aspx?SC=KBR_UNIFIED&QUERY=beerte&_lg=nl-BE#/Detail/(query:(Id:'position:%20SOLR/DEFA-000001_OFFSET_0',Index:1,NBResults:185,PageRange:3,SearchQuery:(FacetFilter:%7B%7D,ForceSearch:!f,InitialSearch:!f,Page:0,PageRange:3,QueryGuid:'26e29623-1165-429a-a506-55b05b97d50e',QueryString:beerte,ResultSize:50,ScenarioCode:KBR_UNIFIED,ScenarioDisplayMode:display-standard,SearchGridFieldsShownOnResultsDTO:!(),SearchLabel:'',SearchTerms:beerte,SessionGuid:'4161f008-cab8-45a4-8b97-9526f994f545',SortField:!n,SortOrder:0,TemplateParams:(Scenario:'',Scope:Library,Size:!n,Source:'',Support:'',UseCompact:!f),UseSpellChecking:!n)))]",[],Action required,9697.0,Check.
47924,101,Boeve van Hamtone,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[],[148],No,9498.0,47474.0,16000.0,,[],[],[full rhyme],[9779],,,[607],,fragmentary,9477.0,,[],No,9483,[],[],,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1201-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1275-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1201-01-01 00:00:00, 'estMaxDate': 1275-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 21.",'Een datering in het tweede kwart van de dertiende eeuw ligt voor de hand.',[],[],,,,"[47485, 47482, 47484, 47483]",[https://www.arlima.net/ad/beuve_de_hantone.html],[],Action required,9697.0,Different url?
47929,101,Roman van Caesar,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[],[],No,9498.0,47474.0,10000.0,,[],[],[full rhyme],[9779],,,[],,fragmentary,9477.0,,[],No,9483,[],[],,,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1176-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1325-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1176-01-01 00:00:00, 'estMaxDate': 1325-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 38.",'Waarschijnlijk hebben we dus met een nog dertiende-eeuwse roman te maken.',[],[],,,,"[47485, 47482, 47484, 47483]",[https://www.handschriftencensus.de/werke/1859],[],Action required,9697.0,Check.
47941,101,Roman van Cassamus,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[],[],No,9498.0,47474.0,1890.0,,[],[],[full rhyme],[9779],,,[],,surviving,9480.0,,[],No,9483,[],[],,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1276-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1375-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1276-01-01 00:00:00, 'estMaxDate': 1375-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 31.",'ca. 1300 – ca. 1350',[],[],,,,"[47485, 47482, 47484, 47483]",[https://www.arlima.net/ad/cassamus_roman_van.html],[],Action required,9697.0,Check.
47960,101,Borchgrave van Couchi,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[],[],No,9498.0,47474.0,9000.0,,[],[],[full rhyme],[9779],,,[],,fragmentary,9477.0,,[],No,9483,[],[],,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1276-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1375-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1276-01-01 00:00:00, 'estMaxDate': 1375-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 36.",'een cluster in de eerste helft Van de Veertiende eeuw',[],[],,,,"[47485, 47482, 47484, 47483]",[https://digitalcollections.universiteitleiden.nl/view/item/376816?solr_nav%5Bid%5D=97d35613ab1ced1a85ae&solr_nav%5Bpage%5D=0&solr_nav%5Boffset%5D=0#page/1/mode/1up],[],Action required,9697.0,Check.
47977,101,Ferguut,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[],[],No,9498.0,47768.0,5604.0,,[],[],[full rhyme],[9779],,,[],,surviving,9480.0,,[],No,9483,[],[],,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1176-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1275-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1176-01-01 00:00:00, 'estMaxDate': 1275-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 14.",'< 1250',[],[],,,,"[47485, 47482, 47484, 47483]",[https://www.literatuurgeschiedenis.org/teksten/ferguut],[],Action required,9697.0,Check (now as 1 text)
47980,101,Fierabras,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[],[158],No,9498.0,46304.0,5000.0,,[],[],[full rhyme],[9779],,,[],,fragmentary,9477.0,,[],No,9483,[],[],,,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1276-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1325-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1276-01-01 00:00:00, 'estMaxDate': 1325-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 39.","'Als de Fierabras met deze ontwikkelingen samenhangt, pleit dit voor een datering omstreeks 1300 (mogelijk kort daarvoor).'",[],[],,,,"[47485, 47482, 47484, 47483]",[https://www.arlima.net/eh/fierabras.html],[],Action required,9697.0,Better url?
47985,101,Flandrijs,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[],[48662],No,9498.0,,5760.0,,[],[],[full rhyme],[9779],couplets,9837.0,[],,fragmentary,9477.0,,[],No,9483,[],[],,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1216-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1325-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1216-01-01 00:00:00, 'estMaxDate': 1325-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 23.",'Medio en tweede helft dertiende eeuw',[],[],,,,"[47485, 47482, 47484, 47483]",[],[],Action required,9697.0,Add url
47994,101,Florent ende Durant,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[],[209],No,9498.0,47474.0,18575.0,,[],[],[full rhyme],[9779],,,[914],,fragmentary,9477.0,,[],No,9483,[],[],,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1301-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1375-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1301-01-01 00:00:00, 'estMaxDate': 1375-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 38.","'Gorissen dateert de roman in het tweede kwart van de veertiende eeuw, tussen de datering van de fragmenten in het midden van de veertiende eeuw en de Oudfranse bron die in de eerste helft van de veertiende eeuw ontstond'",[],[],,,,"[47485, 47482, 47484, 47483]",[https://www.arlima.net/eh/florent_et_octavien.html],[],Action required,9697.0,"Better url?
JBC: is it derived from the 14th century alexandrine rewriting, or from the earlier octosyllabic version (that is the source of given rewriting) ?"
47999,101,Florigout,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[],[48664],No,9498.0,47474.0,8000.0,,[],[],[full rhyme],[9779],couplets,9837.0,[],,fragmentary,9477.0,,[],No,9483,[],[],,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1276-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1375-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1276-01-01 00:00:00, 'estMaxDate': 1375-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 36.",'een cluster in de eerste helft Van de Veertiende eeuw',[],[],,,,"[47485, 47482, 47484, 47483]",[],[],Action required,9697.0,Which story? No urls?
48008,101,Roman van Florimont,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[],[48484],No,9498.0,47474.0,16000.0,,[],[],[full rhyme],[9779],,,[48485],,fragmentary,9477.0,,[],No,9483,[],[],,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1301-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1375-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': slowFinish, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1301-01-01 00:00:00, 'estMaxDate': 1375-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 31.",'ca. 1300 – ca. 1350',[],[],,,,"[47485, 47482, 47484, 47483]",[https://www.arlima.net/ad/aimon_de_varennes.html],[],Action required,9697.0,Check story and source added by JBC
48013,101,Floyris ende Blantseflur,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[],[48510],No,9498.0,47474.0,3700.0,,[],[],[assonance],[9560],,,[48513],,fragmentary,9477.0,,[],No,9483,[],[],,47503.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1126-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1225-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1126-01-01 00:00:00, 'estMaxDate': 1225-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 13.",'< 1200',[],[],,,,"[47485, 47482, 47484, 47483]",[https://www.handschriftencensus.de/werke/382],[],Action required,9697.0,add source
48025,101,Geraert van Viane,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[],[99],No,9498.0,46304.0,5000.0,,[],[],[full rhyme],[9779],couplets,9837.0,[736],,fragmentary,9477.0,,[],No,9483,[],[],,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1201-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1325-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1201-01-01 00:00:00, 'estMaxDate': 1325-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 23.",'Medio en tweede helft dertiende eeuw',[],[],,,,"[47485, 47482, 47484, 47483]",[https://www.handschriftencensus.de/werke/2146],[],Open,9698.0,
48031,101,Godevaerts kinsthede - Roman van Antiochië,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[],[190],No,9498.0,47474.0,10605.0,,[],[],[full rhyme],[9779],couplets,9837.0,[633],,fragmentary,9477.0,,[],No,9483,[],[],,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1276-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1350-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1276-01-01 00:00:00, 'estMaxDate': 1350-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 37.",'eerste helft en Medio Veertiende eeuw',[],[],,,,"[47485, 47482, 47484, 47483]",[https://lib.ugent.be/en/catalog/rug01:000990091?i=0&q=roman+van+antiochi%C3%AB],[],Action required,9697.0,Add correct Chanson d'antioche
48043,101,Historie van den Grale - Merlijns boec,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[],[],No,9498.0,47768.0,10092.0,,[],[],[full rhyme],[9779],,,[],,surviving,9480.0,,[],No,9483,[],[],,47357.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1259-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1266-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1259-01-01 00:00:00, 'estMaxDate': 1266-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 22","'Maerlants daaropvolgende werk, de Arturepische dubbelroman Historie van den Grale/Boek van Merline, verwijst in de proloog expliciet terug naar zijn Alexanderroman, waardoor de volgorde van beide werken vast staat (Van Oostrom, 1996, p. 117). '",[47475],[],,,,"[47485, 47482, 47484, 47483]",[https://www.handschriftencensus.de/werke/3031],[],Action required,9697.0,Add story/source
48049,101,Huge van Bordeeus,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[],[223],No,9498.0,47474.0,14800.0,,[],[],[full rhyme],[9779],,,[666],,fragmentary,9477.0,,[],No,9483,[],[],,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1276-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1375-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1276-01-01 00:00:00, 'estMaxDate': 1375-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 36.",'en cluster in de eerste helft Van de Veertiende eeuw',[],[],,,,"[47485, 47482, 47484, 47483]",[https://www.arlima.net/eh/huon_de_bordeaux/nl_version_fragmentaire.html],[],Action required,9697.0,Check.
48067,101,Roman van Iechemias,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[],[85],No,9498.0,47474.0,3600.0,,[],[],[full rhyme],[9779],,,[],,fragmentary,9477.0,,[],No,9483,[],[],,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1176-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1325-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1176-01-01 00:00:00, 'estMaxDate': 1325-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 39.",'De editeur dateert de tekst met weinig argumenten in de tweede helft van de dertiende eeuw.',[],[],,,,"[47485, 47482, 47484, 47483]",[https://www.arlima.net/eh/guillaume_dengleterre_dit.html],[],Action required,9697.0,Add source (Guillaume d'Angleterre) + different url?
48072,101,Jourdain de Blaye,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[],[73],No,9498.0,47474.0,4245.0,,[],[],[full rhyme],[9779],,,[672],,fragmentary,9477.0,,[],No,9483,[],[],,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1276-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1350-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1276-01-01 00:00:00, 'estMaxDate': 1350-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 32.",' Zij lijken daarmee een datering in het eerste kwart van de veertiende eeuw te suggereren.',[],[],,,,"[47485, 47482, 47484, 47483]",[https://www.arlima.net/il/jourdain_de_blaves.html],[],Action required,9697.0,Add reference Kuiper & Biemans?
48077,101,Laidoen,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[Lorreinen II],[],No,9498.0,47474.0,,,[],[],[full rhyme],[9779],,,[],,unknown,9777.0,,[],No,9483,[],[],,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1226-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1325-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1226-01-01 00:00:00, 'estMaxDate': 1325-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 25.",'tweede helft van de dertiende eeuw',[],[],,,,"[47485, 47482, 47484, 47483]",[https://www.handschriftencensus.de/werke/1824],[],Action required,9697.0,Which story?
48082,101,Lanceloet en het hert met de witte voet,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[],[],No,9498.0,47768.0,856.0,,[],[],[full rhyme],[9779],,,[],,surviving,9480.0,,[],No,9483,[],[],,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1176-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1291-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1176-01-01 00:00:00, 'estMaxDate': 1291-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 20.","'wordt momenteel geda- teerd tussen de vermoedelijke voorbeeldtekst, de vroegdertiende-eeuwse Lay de Tyolet, en 1291 '",[],[],,,,"[47485, 47482, 47484, 47483]",[https://www.kb.nl/ontdekken-bewonderen/topstukken/lancelotcompilatie],[],Action required,9697.0,Add story(/source)
48085,101,Roman van Lancelot,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[],[],No,9498.0,47768.0,90000.0,,[],[],[full rhyme],[9779],,,[],,fragmentary,9477.0,,[],No,9483,[],[],,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1256-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1305-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1256-01-01 00:00:00, 'estMaxDate': 1305-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 29.",'Besamusca dateert ze ‘ca. 1280’',[],[],,,,"[47485, 47482, 47484, 47483]",[https://www.kb.nl/ontdekken-bewonderen/topstukken/lancelotcompilatie],[],Action required,9697.0,story + source
48097,101,Lantsloot van der Haghedochte,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[],[],No,9498.0,47768.0,100000.0,,[],[],[full rhyme],[9779],couplets,9837.0,[],,fragmentary,9477.0,,[],No,9483,[],[],,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1226-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1275-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1226-01-01 00:00:00, 'estMaxDate': 1275-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 28.",'medio dertiende eeuw',[],[],,,,"[47485, 47482, 47484, 47483]",[https://www.handschriftencensus.de/werke/5326],[],Action required,9697.0,Add story/source
48109,101,Lion van Bourges,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[],[71],No,9498.0,47474.0,1100.0,,[],[],[full rhyme],[9779],,,[624],,fragmentary,9477.0,,[],No,9483,[],[],,47357.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1351-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1425-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1351-01-01 00:00:00, 'estMaxDate': 1425-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 39.",'en datering in de late veertiende eeuw is mogelijk',[],[],,,,"[47485, 47482, 47484, 47483]",[https://www.arlima.net/il/lion_de_bourges.html],[],Action required,9697.0,Better url
48114,101,Lorreinen I,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[Roman der Lorreinen],[79],No,9498.0,47474.0,40000.0,,[],[],[full rhyme],[9779],couplets,9837.0,"[652, 654]",,fragmentary,9477.0,,[],No,9483,[],[],,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1176-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1275-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1176-01-01 00:00:00, 'estMaxDate': 1275-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 25.","'De Lorreinen I moet dan tussen de Oudfranse bronteksten en het vervolg zijn geschreven, volgens Van der Have in de eerste helft van de dertiende eeuw'",[],[],,,,"[47485, 47482, 47484, 47483]",[https://www.handschriftencensus.de/werke/1824],[],Open,9698.0,
48126,101,Lorreinen II,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[Roman der Lorreinen],[79],No,9498.0,47474.0,150000.0,,[],[],[full rhyme],[9779],couplets,9837.0,[],,fragmentary,9477.0,,[],No,9483,[],[],,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1226-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1325-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1226-01-01 00:00:00, 'estMaxDate': 1325-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 25.",'Als die laatste tussen 1291 en 1318 werd geschreven (zie verder) moet de Lorreinen II ergens in de tweede helft van de dertiende eeuw geschreven zijn.',[],[],,,,"[47485, 47482, 47484, 47483]",[https://www.handschriftencensus.de/werke/1824],[],Open,9698.0,
48149,101,Loyhier en Malaert,dum (Middle Dutch),9728.0,verse,9549.0,No,9483,,[],[72],No,9498.0,47474.0,30000.0,,[],[],[full rhyme],[9779],,,[766],,fragmentary,9477.0,,[],No,9483,[],[],,,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1276-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1375-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1276-01-01 00:00:00, 'estMaxDate': 1375-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Caers & Kestemont (2011), p. 36.",'een cluster in de eerste helft Van de Veertiende eeuw',[],[],,,,"[47485, 47482, 47484, 47483]",[https://www.handschriftencensus.de/24264],[],Action required,9697.0,Check
